6.105416	5.178546	3.621497
4.844678	7.014500	1.025014
3.139805	2.439814	1.798291
5.188725	5.109823	0.863600
3.401321	6.675981	10.056301
3.249702	2.937990	1.082112
1.915064	5.234109	7.069476
4.681204	5.903996	11.743584
4.411827	5.954123	0.214480
3.856748	5.542590	0.148816
2.050514	4.747198	2.707861
4.335065	4.852802	0.100389
4.640980	5.151237	0.214480
3.790244	4.982212	11.974850
2.777310	6.607439	4.154735
1.999583	2.972713	2.223528
2.853178	4.713800	11.289493
5.030838	4.798655	0.817662
3.930686	7.867522	4.442382
4.510254	4.895438	0.191283
6.186624	6.405003	9.350067
4.204548	4.534769	0.144615
6.120835	6.972750	2.501051
3.306072	5.422383	0.517036
6.190434	5.546644	8.595678
6.248958	8.255617	5.714442
6.200784	4.960250	6.254258
2.872337	5.549857	10.678264
3.103758	6.615284	9.374914
1.785227	4.172547	3.145607
6.088704	8.211491	7.643072
3.642201	5.174465	0.119601
1.865484	5.128043	7.010385
3.444927	5.175481	0.250537
2.729776	5.002138	1.082112
5.761042	4.498582	3.322283
6.395626	7.544654	8.042664
2.590197	1.710252	8.442199
4.776790	5.858964	0.291858
3.437036	4.535103	0.138142
3.192744	3.731026	11.557195
3.041181	2.551532	10.404043
6.568495	6.243806	5.415263
5.862657	8.357577	4.326816
4.851624	3.023745	3.659090
3.908297	4.760169	11.986701
3.290204	5.079700	11.653334
6.012851	7.187966	9.642519
5.199326	8.473233	7.527338
5.488678	8.603318	5.834355
5.325403	3.411189	6.951192
6.351155	7.242371	8.568598
6.003664	7.490579	9.374914
1.892387	2.520800	2.859804
2.931853	2.560209	1.589473
3.971726	4.965429	11.999597
4.657730	5.581111	0.191283
4.426911	2.808830	9.208458
4.594666	6.820530	11.166477
1.408653	2.725547	5.009773
6.645609	6.942472	5.954334
2.854759	1.425548	6.175197
3.955927	5.054823	11.996652
4.796217	8.310787	7.901000
3.988016	6.911528	1.365601
4.089493	5.831661	0.198871
3.952488	5.837550	11.743584
1.991618	3.779112	2.131041
3.175200	2.144900	2.437089
3.074156	1.483355	6.265136
4.590457	7.896937	2.774285
2.656336	1.398863	6.145208
6.011875	8.059473	3.649068
1.821282	5.093781	5.755290
3.317965	5.546921	0.592590
4.760557	3.270164	9.506708
1.879696	4.935443	4.022873
2.499853	1.395778	6.025222
5.758275	6.421715	10.477413
4.127942	4.599804	11.911884
5.351911	4.120543	9.555217
6.302351	6.466100	3.083455
4.694967	6.832307	11.166477
3.620533	5.527222	11.716909
3.931117	6.457590	0.802608
1.422240	3.195774	7.333980
4.622856	8.398259	5.744411
6.598504	7.493647	5.864345
2.292165	4.405327	10.383614
4.339752	6.432315	11.470166
2.814825	3.841536	0.664244
4.093009	4.080636	0.333538
4.460720	5.095993	11.888130
6.593864	7.156925	4.910413
3.545141	5.774830	0.517036
2.074623	3.575338	1.884790
3.495255	5.741155	11.457771
4.275445	4.704730	11.884427
4.102514	4.900027	0.014694
3.555033	2.133264	9.106422
4.451207	2.818641	2.834280
6.541531	7.025917	4.355646
1.737971	4.404962	8.248926
4.469446	5.358093	11.904765
1.790400	4.010178	2.962678
4.854614	7.148599	10.818275
2.066481	1.514688	6.474725
5.732771	4.774324	9.399675
6.426336	6.376118	8.238828
6.638516	7.178892	6.074332
3.190703	4.461381	11.711079
