1.847876	4.789603	4.935101
4.820269	6.566539	11.315789
4.766069	3.120453	9.428553
4.993915	7.674709	10.050531
3.485077	6.219037	1.165585
1.751533	4.304274	8.027200
3.204321	3.876227	0.376726
3.539450	5.426570	0.285049
5.797841	5.251096	2.577243
3.402623	3.517190	0.653288
6.198948	6.856950	2.340151
3.736190	4.397726	-0.037093
4.169269	6.539337	11.355479
2.981648	2.240603	9.636705
2.790537	1.852030	2.601888
4.579001	5.506998	11.836979
3.443364	4.240074	11.747031
3.999846	5.533904	-0.019499
3.252312	6.003614	1.031643
4.125366	7.347096	1.997793
3.462662	6.910567	9.196369
4.171052	2.784805	8.562357
3.509206	5.054312	0.153694
2.167735	1.492403	7.284430
3.598737	4.750000	-0.081606
3.730138	3.509179	0.740189
3.029943	1.764183	8.685113
3.533865	4.305614	11.859360
4.392775	2.699575	2.699599
1.853897	4.865376	3.687444
3.788238	2.390207	2.636529
4.039835	3.269987	1.190089
3.507715	7.485749	4.263868
3.296897	1.835499	5.028820
1.787922	3.205392	3.002031
3.411155	4.587111	0.100687
2.240913	1.684932	7.878194
3.412513	3.046268	0.896174
5.954690	4.739920	7.462813
2.170568	1.493972	4.451270
2.491501	4.671981	10.429987
4.830259	6.757882	0.881925
3.489046	4.962835	11.901995
3.475835	1.998501	2.750301
4.076768	7.947821	8.728412
2.280645	3.704360	10.618249
5.271951	3.718834	9.253421
4.715353	5.367620	0.041673
1.954309	3.293287	2.167356
2.686531	3.414128	0.858338
3.883471	4.998362	-0.003131
2.773357	1.631152	3.882617
1.254016	3.120163	7.400735
6.232213	6.397463	3.282234
2.873308	6.590742	3.495390
2.055244	5.251386	7.744010
1.452162	3.079971	3.757323
4.407660	5.533610	11.867345
3.929043	4.839417	12.038324
4.591204	8.338196	6.337389
1.733238	3.682363	9.028299
2.954155	4.386204	0.495597
2.930572	1.546573	4.964067
4.199138	5.380346	11.949675
2.914657	5.626547	10.605278
2.229497	5.416309	3.745234
1.609367	3.347053	3.745912
3.532016	3.797981	0.546893
4.996244	4.188556	10.748999
3.325511	5.816797	11.241774
3.867215	4.954374	-0.154181
4.201106	7.857259	2.960758
6.266975	5.557888	4.790469
4.767835	5.290172	0.352120
3.181348	3.486812	0.764348
4.375117	6.085550	11.815914
3.206521	5.561939	11.678355
2.044776	4.226050	2.063609
2.630855	6.359649	7.003079
4.788496	6.204162	0.377763
4.013430	4.605420	12.018963
4.705932	4.990487	0.241319
3.443393	7.432677	7.066950
1.979680	3.383838	9.934964
3.269891	4.831834	0.424355
2.891967	5.989806	1.807348
3.374152	6.473730	1.274909
4.655494	8.084814	7.835804
3.964505	6.124855	0.158261
4.754805	4.416077	0.900212
3.925588	4.847780	0.171666
4.523114	2.424938	5.714733
3.890698	3.483989	11.406129
2.069613	2.618841	1.995810
6.022013	6.641047	2.088706
5.066356	3.195837	5.475892
4.025065	5.132684	0.037195
5.177297	4.444019	1.474418
2.248280	1.928576	3.216052
4.371594	2.010055	6.125726
3.386491	7.313572	3.986873
4.477837	5.177420	11.919898
2.458868	1.617696	8.221086
6.583589	5.787916	5.259232
4.820511	2.592611	5.486491
3.229666	4.128919	0.070876
4.531292	7.136163	10.834533
4.263903	5.084557	11.972648
3.663481	3.640166	0.352602
5.052864	5.158158	0.791646
3.901803	3.526246	11.186408
2.762877	4.367833	11.308581
2.693775	1.505875	8.107555
6.018332	5.407047	2.424622
3.456027	7.236638	7.683944
4.172930	5.420146	0.157320
1.372295	2.628917	4.118644
4.177594	4.143580	11.909917
2.969678	6.090897	2.299695
3.728467	7.933100	7.191613
3.918987	4.196814	11.737012
1.434478	2.401794	7.088530
2.839093	2.642172	1.628263
5.750904	6.746899	1.543710
3.323312	2.225374	9.797618
3.033193	4.546670	11.736389
3.935166	5.200677	-0.119724
2.276157	4.807069	9.403825
4.814327	8.399712	6.867289
1.905610	4.711413	7.863579
2.834930	6.340135	9.319552
5.412011	5.307195	11.096969
5.717180	8.305149	8.404478
6.347859	5.079854	4.718802
2.201184	3.111368	10.439694
6.006244	8.377906	6.243084
4.980827	5.124874	0.885855
6.793980	5.756303	5.193889
5.007641	6.416676	11.270344
6.153983	5.625035	3.149290
6.339540	6.789148	2.849775
4.483564	3.158081	2.061335
3.933693	5.004083	-0.064951
4.488636	5.306189	0.025046
3.175301	3.587530	11.362262
4.769457	8.478668	5.243150
3.379015	7.022964	3.271287
2.909811	1.938664	2.750025
3.416970	1.584151	6.491544
2.720219	2.441557	10.142856
3.475603	1.658009	7.852529
3.761261	4.127157	11.779011
2.617434	1.657260	7.977521
2.745163	5.682681	1.500224
2.394888	1.982389	3.317063
3.967895	5.552786	0.243310
2.014402	1.901636	3.749577
5.072439	4.210870	1.572237
4.672976	3.574954	10.331272
5.382570	8.152767	3.489026
5.389238	4.380772	1.813009
4.198546	5.432388	11.943945
4.622691	4.295931	11.051303
1.722958	3.808667	3.359383
1.774724	1.920419	4.450511
4.341258	5.712132	11.729047
2.584106	4.037254	0.816482
6.723215	7.033995	4.645764
5.617298	6.758518	1.351056
1.543165	1.964976	5.301281
3.390726	2.781387	1.748298
2.367807	4.855950	1.833885
5.365574	5.261426	1.605515
4.800462	5.417915	11.766594
3.779015	7.888002	8.274795
3.533899	3.513628	11.619819
2.649461	4.327450	10.628273
2.443350	5.217105	1.734626
5.165656	5.529001	0.645850
5.850820	8.334036	3.874482
6.171928	4.718166	6.183350
4.255277	7.190665	1.874452
4.299593	4.102700	0.732391
2.307942	6.108480	7.418431
5.302525	8.303307	3.818700
5.716638	4.424883	2.792795
4.141963	7.195527	2.350020
5.102637	7.190485	10.413144
2.098417	1.799451	7.984402
4.672101	7.184215	0.967424
4.142056	5.052608	0.026741
6.520427	6.324901	5.993022
4.138018	4.832381	12.067274
1.457123	3.232512	6.982193
3.583986	4.474914	11.818153
4.329992	5.433901	11.990674
3.688065	4.885688	11.829162
